date,customer_id,region,product_id,feedback,sentiment,category
2026-01-15,C00054,North,P004,"Average experience, nothing special.",neutral,product_quality
2026-01-15,C00055,North,P003,Great value for the price.,positive,product_quality
2026-01-15,C00056,East,P004,Not as described on the listing.,negative,pricing
2026-01-15,C00057,West,P003,Fast setup and easy to use.,positive,product_quality
2026-01-15,C00058,West,P001,Packaging could be better.,neutral,product_quality
2026-01-15,C00059,West,P001,"Average experience, nothing special.",neutral,customer_support
2026-01-16,C00060,North,P001,Product stopped working after a week.,negative,pricing
2026-01-16,C00061,South,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-01-16,C00062,South,P001,Customer support was slow to respond.,negative,customer_support
2026-01-16,C00063,East,P002,Not as described on the listing.,negative,product_quality
2026-01-16,C00064,East,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-17,C00065,North,P004,Fast setup and easy to use.,positive,product_quality
2026-01-17,C00066,North,P002,Not as described on the listing.,negative,pricing
2026-01-17,C00067,South,P004,Fast setup and easy to use.,positive,product_quality
2026-01-17,C00068,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-17,C00069,East,P002,Great value for the price.,positive,product_quality
2026-01-17,C00070,West,P003,Customer support was slow to respond.,negative,customer_support
2026-01-17,C00071,West,P002,Fast setup and easy to use.,positive,product_quality
2026-01-17,C00072,West,P001,"Average experience, nothing special.",neutral,product_quality
2026-01-17,C00073,West,P002,Fast setup and easy to use.,positive,product_quality
2026-01-18,C00074,North,P002,"Average experience, nothing special.",neutral,customer_support
2026-01-18,C00075,South,P001,Fast setup and easy to use.,positive,product_quality
2026-01-18,C00076,East,P004,"Average experience, nothing special.",neutral,pricing
2026-01-18,C00077,West,P001,Not as described on the listing.,negative,pricing
2026-01-19,C00078,South,P001,"Average experience, nothing special.",neutral,packaging
2026-01-19,C00079,East,P003,Great value for the price.,positive,product_quality
2026-01-19,C00080,East,P002,"Average experience, nothing special.",neutral,pricing
2026-01-19,C00081,East,P003,"It's okay, does what it says.",neutral,packaging
2026-01-19,C00082,West,P003,Product stopped working after a week.,negative,pricing
2026-01-19,C00083,West,P003,Customer support was slow to respond.,negative,customer_support
2026-01-20,C00084,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-20,C00085,North,P004,Product stopped working after a week.,negative,customer_support
2026-01-20,C00086,South,P002,Great value for the price.,positive,product_quality
2026-01-20,C00087,South,P001,Packaging could be better.,neutral,pricing
2026-01-20,C00088,South,P001,Product stopped working after a week.,negative,customer_support
2026-01-20,C00089,South,P003,Fast setup and easy to use.,positive,product_quality
2026-01-20,C00090,South,P003,Customer support was slow to respond.,negative,packaging
2026-01-20,C00091,South,P002,"It's okay, does what it says.",neutral,product_quality
2026-01-20,C00092,East,P002,Really happy with the product quality.,positive,product_quality
2026-01-20,C00093,East,P004,Product stopped working after a week.,negative,product_quality
2026-01-20,C00094,West,P002,Customer support was slow to respond.,negative,pricing
2026-01-20,C00095,West,P002,Fast setup and easy to use.,positive,product_quality
2026-01-20,C00096,West,P002,Customer support was slow to respond.,negative,product_quality
2026-01-20,C00097,West,P004,Really happy with the product quality.,positive,product_quality
2026-01-21,C00098,South,P003,Great value for the price.,positive,product_quality
2026-01-21,C00099,East,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-01-21,C00100,West,P002,Fast setup and easy to use.,positive,product_quality
2026-01-21,C00101,West,P004,Customer support was slow to respond.,negative,customer_support
2026-01-21,C00102,West,P004,"It's okay, does what it says.",neutral,packaging
2026-01-22,C00103,North,P004,Great value for the price.,positive,product_quality
2026-01-22,C00104,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-22,C00105,North,P004,"It's okay, does what it says.",neutral,product_quality
2026-01-22,C00106,North,P001,Great value for the price.,positive,product_quality
2026-01-22,C00107,South,P002,"Average experience, nothing special.",neutral,customer_support
2026-01-22,C00108,East,P003,Fast setup and easy to use.,positive,product_quality
2026-01-22,C00109,East,P002,Packaging could be better.,neutral,customer_support
2026-01-22,C00110,West,P001,Customer support was slow to respond.,negative,customer_support
2026-01-22,C00111,West,P003,Customer support was slow to respond.,negative,packaging
2026-01-22,C00112,West,P002,Customer support was slow to respond.,negative,pricing
2026-01-23,C00113,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-23,C00114,South,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-23,C00115,South,P002,Fast setup and easy to use.,positive,product_quality
2026-01-23,C00116,South,P001,Fast setup and easy to use.,positive,product_quality
2026-01-23,C00117,East,P001,Packaging could be better.,neutral,pricing
2026-01-23,C00118,East,P002,"Average experience, nothing special.",neutral,packaging
2026-01-23,C00119,West,P003,Really happy with the product quality.,positive,product_quality
2026-01-23,C00120,West,P002,Great value for the price.,positive,product_quality
2026-01-23,C00121,West,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-24,C00122,North,P003,Great value for the price.,positive,product_quality
2026-01-24,C00123,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-24,C00124,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-24,C00125,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-24,C00126,East,P004,Fast setup and easy to use.,positive,product_quality
2026-01-24,C00127,East,P004,Fast setup and easy to use.,positive,product_quality
2026-01-24,C00128,West,P001,Customer support was slow to respond.,negative,customer_support
2026-01-25,C00129,North,P001,Packaging could be better.,neutral,pricing
2026-01-25,C00130,North,P004,Great value for the price.,positive,product_quality
2026-01-25,C00131,East,P002,Product stopped working after a week.,negative,customer_support
2026-01-25,C00132,West,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-26,C00133,North,P002,Customer support was slow to respond.,negative,customer_support
2026-01-26,C00134,South,P002,Customer support was slow to respond.,negative,product_quality
2026-01-26,C00135,South,P001,"It's okay, does what it says.",neutral,packaging
2026-01-26,C00136,East,P003,"Average experience, nothing special.",neutral,pricing
2026-01-26,C00137,East,P001,"It's okay, does what it says.",neutral,product_quality
2026-01-26,C00138,East,P004,Packaging could be better.,neutral,packaging
2026-01-26,C00139,West,P001,Fast setup and easy to use.,positive,product_quality
2026-01-26,C00140,West,P002,Customer support was slow to respond.,negative,pricing
2026-01-27,C00141,North,P001,Packaging could be better.,neutral,packaging
2026-01-27,C00142,North,P001,"Average experience, nothing special.",neutral,pricing
2026-01-27,C00143,North,P004,"It's okay, does what it says.",neutral,packaging
2026-01-27,C00144,South,P003,Fast setup and easy to use.,positive,product_quality
2026-01-27,C00145,East,P004,Packaging could be better.,neutral,customer_support
2026-01-27,C00146,East,P001,Fast setup and easy to use.,positive,product_quality
2026-01-27,C00147,West,P003,Great value for the price.,positive,product_quality
2026-01-27,C00148,West,P004,"It's okay, does what it says.",neutral,packaging
2026-01-28,C00149,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-28,C00150,South,P001,"Average experience, nothing special.",neutral,packaging
2026-01-28,C00151,South,P004,Customer support was slow to respond.,negative,pricing
2026-01-28,C00152,West,P003,Customer support was slow to respond.,negative,customer_support
2026-01-28,C00153,West,P004,Packaging could be better.,neutral,product_quality
2026-01-29,C00154,South,P004,"Average experience, nothing special.",neutral,product_quality
2026-01-29,C00155,South,P003,Fast setup and easy to use.,positive,product_quality
2026-01-29,C00156,East,P002,Not as described on the listing.,negative,product_quality
2026-01-29,C00157,West,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-30,C00158,North,P003,"It's okay, does what it says.",neutral,pricing
2026-01-30,C00159,North,P002,Product stopped working after a week.,negative,customer_support
2026-01-30,C00160,North,P002,Fast setup and easy to use.,positive,product_quality
2026-01-30,C00161,North,P002,Really happy with the product quality.,positive,product_quality
2026-01-30,C00162,South,P002,Really happy with the product quality.,positive,product_quality
2026-01-30,C00163,South,P003,Fast setup and easy to use.,positive,product_quality
2026-01-30,C00164,South,P003,Packaging could be better.,neutral,pricing
2026-01-30,C00165,East,P003,Really happy with the product quality.,positive,product_quality
2026-01-30,C00166,West,P003,Really happy with the product quality.,positive,product_quality
2026-01-31,C00167,North,P004,Great value for the price.,positive,product_quality
2026-01-31,C00168,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-01-31,C00169,South,P003,Packaging could be better.,neutral,packaging
2026-01-31,C00170,South,P001,"It's okay, does what it says.",neutral,packaging
2026-01-31,C00171,East,P003,"It's okay, does what it says.",neutral,customer_support
2026-01-31,C00172,East,P004,Great value for the price.,positive,product_quality
2026-01-31,C00173,East,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-01-31,C00174,East,P003,Packaging could be better.,neutral,customer_support
2026-01-31,C00175,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-02-01,C00176,North,P003,Not as described on the listing.,negative,pricing
2026-02-01,C00177,South,P001,Fast setup and easy to use.,positive,product_quality
2026-02-01,C00178,South,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-02-01,C00179,East,P003,Not as described on the listing.,negative,pricing
2026-02-01,C00180,East,P002,Really happy with the product quality.,positive,product_quality
2026-02-01,C00181,East,P004,Fast setup and easy to use.,positive,product_quality
2026-02-02,C00182,South,P002,Packaging could be better.,neutral,pricing
2026-02-02,C00183,South,P004,Great value for the price.,positive,product_quality
2026-02-02,C00184,South,P001,Packaging could be better.,neutral,customer_support
2026-02-02,C00185,East,P004,"It's okay, does what it says.",neutral,product_quality
2026-02-03,C00186,North,P002,Packaging could be better.,neutral,product_quality
2026-02-04,C00187,North,P001,Really happy with the product quality.,positive,product_quality
2026-02-04,C00188,North,P003,Great value for the price.,positive,product_quality
2026-02-04,C00189,South,P002,Great value for the price.,positive,product_quality
2026-02-04,C00190,East,P001,"Average experience, nothing special.",neutral,customer_support
2026-02-04,C00191,East,P004,Not as described on the listing.,negative,product_quality
2026-02-04,C00192,East,P004,Great value for the price.,positive,product_quality
2026-02-05,C00193,North,P004,Really happy with the product quality.,positive,product_quality
2026-02-05,C00194,South,P004,Packaging could be better.,neutral,product_quality
2026-02-05,C00195,East,P004,Fast setup and easy to use.,positive,product_quality
2026-02-05,C00196,East,P001,Really happy with the product quality.,positive,product_quality
2026-02-05,C00197,East,P004,"It's okay, does what it says.",neutral,pricing
2026-02-05,C00198,East,P004,Fast setup and easy to use.,positive,product_quality
2026-02-05,C00199,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-02-05,C00200,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-02-06,C00201,North,P002,"Average experience, nothing special.",neutral,customer_support
2026-02-06,C00202,South,P003,Great value for the price.,positive,product_quality
2026-02-06,C00203,South,P004,"It's okay, does what it says.",neutral,product_quality
2026-02-06,C00204,South,P001,Fast setup and easy to use.,positive,product_quality
2026-02-06,C00205,East,P004,"Average experience, nothing special.",neutral,customer_support
2026-02-06,C00206,East,P001,Great value for the price.,positive,product_quality
2026-02-06,C00207,East,P001,Really happy with the product quality.,positive,product_quality
2026-02-06,C00208,West,P004,Product stopped working after a week.,negative,customer_support
2026-02-07,C00209,North,P003,Not as described on the listing.,negative,customer_support
2026-02-07,C00210,South,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-02-07,C00211,South,P002,Really happy with the product quality.,positive,product_quality
2026-02-07,C00212,East,P002,Not as described on the listing.,negative,packaging
2026-02-07,C00213,East,P001,"It's okay, does what it says.",neutral,packaging
2026-02-07,C00214,West,P002,"It's okay, does what it says.",neutral,product_quality
2026-02-07,C00215,West,P001,Really happy with the product quality.,positive,product_quality
2026-02-08,C00216,North,P003,Packaging could be better.,neutral,product_quality
2026-02-08,C00217,North,P004,Not as described on the listing.,negative,packaging
2026-02-08,C00218,South,P001,Really happy with the product quality.,positive,product_quality
2026-02-08,C00219,South,P002,"Average experience, nothing special.",neutral,pricing
2026-02-08,C00220,East,P001,"Average experience, nothing special.",neutral,packaging
2026-02-08,C00221,East,P001,Great value for the price.,positive,product_quality
2026-02-08,C00222,East,P002,Product stopped working after a week.,negative,product_quality
2026-02-09,C00223,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-09,C00224,East,P003,Packaging could be better.,neutral,pricing
2026-02-09,C00225,West,P003,"It's okay, does what it says.",neutral,pricing
2026-02-09,C00226,West,P002,Fast setup and easy to use.,positive,product_quality
2026-02-10,C00227,South,P002,Product stopped working after a week.,negative,customer_support
2026-02-10,C00228,South,P001,Really happy with the product quality.,positive,product_quality
2026-02-10,C00229,South,P004,Great value for the price.,positive,product_quality
2026-02-10,C00230,South,P004,Fast setup and easy to use.,positive,product_quality
2026-02-10,C00231,East,P004,Packaging could be better.,neutral,packaging
2026-02-10,C00232,East,P002,Product stopped working after a week.,negative,packaging
2026-02-10,C00233,East,P003,"Average experience, nothing special.",neutral,packaging
2026-02-10,C00234,West,P003,Packaging could be better.,neutral,product_quality
2026-02-10,C00235,West,P002,Great value for the price.,positive,product_quality
2026-02-11,C00236,North,P001,Really happy with the product quality.,positive,product_quality
2026-02-11,C00237,North,P001,Great value for the price.,positive,product_quality
2026-02-11,C00238,North,P003,Fast setup and easy to use.,positive,product_quality
2026-02-11,C00239,North,P004,"Average experience, nothing special.",neutral,pricing
2026-02-11,C00240,North,P003,Customer support was slow to respond.,negative,packaging
2026-02-11,C00241,South,P004,"Average experience, nothing special.",neutral,customer_support
2026-02-11,C00242,South,P003,Really happy with the product quality.,positive,product_quality
2026-02-11,C00243,South,P002,Really happy with the product quality.,positive,product_quality
2026-02-11,C00244,South,P003,Really happy with the product quality.,positive,product_quality
2026-02-11,C00245,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-11,C00246,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-02-11,C00247,East,P003,Product stopped working after a week.,negative,packaging
2026-02-11,C00248,West,P004,Fast setup and easy to use.,positive,product_quality
2026-02-11,C00249,West,P004,Product stopped working after a week.,negative,customer_support
2026-02-11,C00250,West,P004,Really happy with the product quality.,positive,product_quality
2026-02-12,C00251,North,P002,Great value for the price.,positive,product_quality
2026-02-12,C00252,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-02-12,C00253,West,P002,Great value for the price.,positive,product_quality
2026-02-12,C00254,West,P002,Great value for the price.,positive,product_quality
2026-02-13,C00255,North,P001,Great value for the price.,positive,product_quality
2026-02-13,C00256,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-02-13,C00257,North,P003,Packaging could be better.,neutral,customer_support
2026-02-13,C00258,North,P004,Packaging could be better.,neutral,product_quality
2026-02-13,C00259,South,P002,Packaging could be better.,neutral,customer_support
2026-02-13,C00260,South,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-02-13,C00261,East,P002,Product stopped working after a week.,negative,pricing
2026-02-13,C00262,West,P003,Packaging could be better.,neutral,product_quality
2026-02-13,C00263,West,P003,Customer support was slow to respond.,negative,pricing
2026-02-14,C00264,North,P003,"It's okay, does what it says.",neutral,packaging
2026-02-14,C00265,South,P003,Fast setup and easy to use.,positive,product_quality
2026-02-14,C00266,East,P004,Packaging could be better.,neutral,packaging
2026-02-14,C00267,West,P002,"It's okay, does what it says.",neutral,packaging
2026-02-15,C00268,North,P003,Product stopped working after a week.,negative,product_quality
2026-02-15,C00269,North,P002,Customer support was slow to respond.,negative,packaging
2026-02-15,C00270,South,P003,Fast setup and easy to use.,positive,product_quality
2026-02-16,C00271,North,P003,Great value for the price.,positive,product_quality
2026-02-16,C00272,North,P003,Great value for the price.,positive,product_quality
2026-02-16,C00273,South,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-02-16,C00274,East,P001,Really happy with the product quality.,positive,product_quality
2026-02-17,C00275,North,P002,Packaging could be better.,neutral,pricing
2026-02-17,C00276,North,P004,"Average experience, nothing special.",neutral,product_quality
2026-02-17,C00277,North,P004,Packaging could be better.,neutral,customer_support
2026-02-17,C00278,South,P004,"It's okay, does what it says.",neutral,customer_support
2026-02-17,C00279,South,P004,Product stopped working after a week.,negative,pricing
2026-02-17,C00280,South,P004,Great value for the price.,positive,product_quality
2026-02-17,C00281,East,P003,Fast setup and easy to use.,positive,product_quality
2026-02-17,C00282,East,P001,Product stopped working after a week.,negative,customer_support
2026-02-17,C00283,West,P003,Great value for the price.,positive,product_quality
2026-02-18,C00284,North,P001,Great value for the price.,positive,product_quality
2026-02-18,C00285,East,P003,"It's okay, does what it says.",neutral,customer_support
2026-02-18,C00286,East,P003,Packaging could be better.,neutral,customer_support
2026-02-18,C00287,West,P001,"Average experience, nothing special.",neutral,packaging
2026-02-18,C00288,West,P001,Packaging could be better.,neutral,product_quality
2026-02-19,C00289,South,P003,Fast setup and easy to use.,positive,product_quality
2026-02-19,C00290,South,P003,"It's okay, does what it says.",neutral,pricing
2026-02-19,C00291,South,P001,Great value for the price.,positive,product_quality
2026-02-19,C00292,East,P001,"It's okay, does what it says.",neutral,customer_support
2026-02-19,C00293,East,P003,Customer support was slow to respond.,negative,packaging
2026-02-19,C00294,West,P002,Not as described on the listing.,negative,packaging
2026-02-20,C00295,North,P001,Customer support was slow to respond.,negative,pricing
2026-02-20,C00296,South,P004,Fast setup and easy to use.,positive,product_quality
2026-02-20,C00297,East,P004,"Average experience, nothing special.",neutral,customer_support
2026-02-21,C00298,North,P001,Great value for the price.,positive,product_quality
2026-02-21,C00299,South,P001,"Average experience, nothing special.",neutral,pricing
2026-02-21,C00300,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-21,C00301,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-21,C00302,West,P003,Fast setup and easy to use.,positive,product_quality
2026-02-21,C00303,West,P001,Product stopped working after a week.,negative,pricing
2026-02-22,C00304,North,P004,Packaging could be better.,neutral,customer_support
2026-02-22,C00305,North,P004,Fast setup and easy to use.,positive,product_quality
2026-02-22,C00306,South,P001,"Average experience, nothing special.",neutral,packaging
2026-02-22,C00307,South,P001,"It's okay, does what it says.",neutral,customer_support
2026-02-22,C00308,West,P004,Great value for the price.,positive,product_quality
2026-02-22,C00309,West,P004,Fast setup and easy to use.,positive,product_quality
2026-02-22,C00310,West,P003,Fast setup and easy to use.,positive,product_quality
2026-02-23,C00311,South,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-02-23,C00312,South,P002,Great value for the price.,positive,product_quality
2026-02-23,C00313,South,P002,Fast setup and easy to use.,positive,product_quality
2026-02-23,C00314,East,P002,Customer support was slow to respond.,negative,pricing
2026-02-23,C00315,East,P002,Packaging could be better.,neutral,customer_support
2026-02-23,C00316,West,P003,"It's okay, does what it says.",neutral,pricing
2026-02-24,C00317,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-02-24,C00318,South,P002,Really happy with the product quality.,positive,product_quality
2026-02-24,C00319,West,P001,Fast setup and easy to use.,positive,product_quality
2026-02-25,C00320,North,P003,Not as described on the listing.,negative,customer_support
2026-02-25,C00321,North,P004,Great value for the price.,positive,product_quality
2026-02-25,C00322,South,P003,"It's okay, does what it says.",neutral,product_quality
2026-02-26,C00323,South,P002,Really happy with the product quality.,positive,product_quality
2026-02-26,C00324,East,P002,Packaging could be better.,neutral,pricing
2026-02-26,C00325,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-02-26,C00326,East,P003,Fast setup and easy to use.,positive,product_quality
2026-02-26,C00327,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-27,C00328,North,P003,Not as described on the listing.,negative,pricing
2026-02-27,C00329,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-02-27,C00330,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-02-27,C00331,North,P004,Really happy with the product quality.,positive,product_quality
2026-02-27,C00332,East,P001,Fast setup and easy to use.,positive,product_quality
2026-02-27,C00333,East,P002,Fast setup and easy to use.,positive,product_quality
2026-02-27,C00334,West,P003,Fast setup and easy to use.,positive,product_quality
2026-02-28,C00335,North,P003,"Average experience, nothing special.",neutral,pricing
2026-02-28,C00336,West,P002,Fast setup and easy to use.,positive,product_quality
2026-03-01,C00337,North,P001,Really happy with the product quality.,positive,product_quality
2026-03-01,C00338,North,P001,Great value for the price.,positive,product_quality
2026-03-01,C00339,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-03-01,C00340,South,P003,Fast setup and easy to use.,positive,product_quality
2026-03-01,C00341,East,P001,Great value for the price.,positive,product_quality
2026-03-01,C00342,West,P001,Product stopped working after a week.,negative,customer_support
2026-03-02,C00343,South,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-02,C00344,South,P004,Really happy with the product quality.,positive,product_quality
2026-03-02,C00345,East,P004,"Average experience, nothing special.",neutral,product_quality
2026-03-02,C00346,East,P004,Really happy with the product quality.,positive,product_quality
2026-03-02,C00347,West,P002,Really happy with the product quality.,positive,product_quality
2026-03-02,C00348,West,P003,Fast setup and easy to use.,positive,product_quality
2026-03-03,C00349,North,P003,Product stopped working after a week.,negative,packaging
2026-03-03,C00350,North,P003,"Average experience, nothing special.",neutral,customer_support
2026-03-03,C00351,South,P002,Great value for the price.,positive,product_quality
2026-03-03,C00352,East,P002,Customer support was slow to respond.,negative,customer_support
2026-03-03,C00353,East,P003,Customer support was slow to respond.,negative,customer_support
2026-03-03,C00354,East,P003,Fast setup and easy to use.,positive,product_quality
2026-03-03,C00355,West,P003,Really happy with the product quality.,positive,product_quality
2026-03-03,C00356,West,P001,Product stopped working after a week.,negative,packaging
2026-03-03,C00357,West,P003,Fast setup and easy to use.,positive,product_quality
2026-03-04,C00358,North,P002,Great value for the price.,positive,product_quality
2026-03-04,C00359,North,P004,Fast setup and easy to use.,positive,product_quality
2026-03-04,C00360,South,P001,Fast setup and easy to use.,positive,product_quality
2026-03-04,C00361,South,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-03-04,C00362,East,P004,Product stopped working after a week.,negative,pricing
2026-03-04,C00363,East,P003,Product stopped working after a week.,negative,pricing
2026-03-04,C00364,East,P004,Packaging could be better.,neutral,pricing
2026-03-04,C00365,West,P003,"It's okay, does what it says.",neutral,pricing
2026-03-04,C00366,West,P003,Not as described on the listing.,negative,packaging
2026-03-05,C00367,East,P003,Fast setup and easy to use.,positive,product_quality
2026-03-05,C00368,West,P002,Fast setup and easy to use.,positive,product_quality
2026-03-05,C00369,West,P001,"It's okay, does what it says.",neutral,customer_support
2026-03-06,C00370,South,P004,Customer support was slow to respond.,negative,product_quality
2026-03-06,C00371,South,P004,"It's okay, does what it says.",neutral,customer_support
2026-03-06,C00372,East,P004,Great value for the price.,positive,product_quality
2026-03-06,C00373,East,P004,Fast setup and easy to use.,positive,product_quality
2026-03-06,C00374,East,P001,Really happy with the product quality.,positive,product_quality
2026-03-06,C00375,East,P003,Customer support was slow to respond.,negative,packaging
2026-03-07,C00376,North,P004,Fast setup and easy to use.,positive,product_quality
2026-03-07,C00377,South,P001,Packaging could be better.,neutral,customer_support
2026-03-07,C00378,South,P003,Fast setup and easy to use.,positive,product_quality
2026-03-07,C00379,East,P002,"It's okay, does what it says.",neutral,customer_support
2026-03-07,C00380,West,P002,Fast setup and easy to use.,positive,product_quality
2026-03-08,C00381,North,P001,Great value for the price.,positive,product_quality
2026-03-08,C00382,South,P003,Fast setup and easy to use.,positive,product_quality
2026-03-08,C00383,South,P001,Great value for the price.,positive,product_quality
2026-03-08,C00384,South,P002,Great value for the price.,positive,product_quality
2026-03-08,C00385,South,P003,"It's okay, does what it says.",neutral,pricing
2026-03-08,C00386,East,P002,Product stopped working after a week.,negative,packaging
2026-03-08,C00387,West,P004,Great value for the price.,positive,product_quality
2026-03-08,C00388,West,P003,Fast setup and easy to use.,positive,product_quality
2026-03-08,C00389,West,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-03-09,C00390,North,P002,Fast setup and easy to use.,positive,product_quality
2026-03-09,C00391,South,P004,Really happy with the product quality.,positive,product_quality
2026-03-09,C00392,South,P002,Fast setup and easy to use.,positive,product_quality
2026-03-09,C00393,East,P003,Really happy with the product quality.,positive,product_quality
2026-03-09,C00394,East,P001,Fast setup and easy to use.,positive,product_quality
2026-03-09,C00395,East,P003,Not as described on the listing.,negative,customer_support
